YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,COUNTYFIP,STRATA,GQ,RENTGRS,RENTGRS_CPIU_2010
2023,202301,908926,2023000213238,433,2023009089261,36,81,440736,1,2200,1563
2023,202301,908926,2023000213238,433,2023009089261,36,81,440736,1,2200,1563
2023,202301,908926,2023000213238,433,2023009089261,36,81,440736,1,2200,1563
2023,202301,908926,2023000213238,433,2023009089261,36,81,440736,1,2200,1563
2023,202301,908926,2023000213238,433,2023009089261,36,81,440736,1,2200,1563
2023,202301,908944,2023000213533,77,2023009089441,36,47,430636,1,2600,1847
2023,202301,908944,2023000213533,77,2023009089441,36,47,430636,1,2600,1847
2023,202301,908950,2023000213604,126,2023009089501,36,5,420836,1,1180,838
2023,202301,908950,2023000213604,126,2023009089501,36,5,420836,1,1180,838
2023,202301,908950,2023000213604,126,2023009089501,36,5,420836,1,1180,838
2023,202301,908955,2023000213661,140,2023009089551,36,47,431736,1,2760,1960
2023,202301,908955,2023000213661,140,2023009089551,36,47,431736,1,2760,1960
2023,202301,908956,2023000213667,29,2023009089561,36,61,416536,1,4370,3104
2023,202301,908957,2023000213683,102,2023009089571,36,47,430536,1,250,178
2023,202301,908960,2023000213730,81,2023009089601,36,61,411236,1,1870,1328
2023,202301,908960,2023000213730,81,2023009089601,36,61,411236,1,1870,1328
2023,202301,908964,2023000213794,94,2023009089641,36,5,421036,1,1100,781
2023,202301,908967,2023000213885,209,2023009089671,36,61,410336,1,4200,2983
2023,202301,908972,2023000213956,85,2023009089721,36,47,431236,1,1480,1051
2023,202301,908972,2023000213956,85,2023009089721,36,47,431236,1,1480,1051
2023,202301,908979,2023000214161,94,2023009089791,36,5,421036,1,1760,1250
2023,202301,908981,2023000214171,161,2023009089811,36,61,410336,1,2100,1492
2023,202301,908983,2023000214320,32,2023009089831,36,85,450236,1,2358,1675
2023,202301,908983,2023000214320,32,2023009089831,36,85,450236,1,2358,1675
2023,202301,908983,2023000214320,32,2023009089831,36,85,450236,1,2358,1675
2023,202301,908983,2023000214320,32,2023009089831,36,85,450236,1,2358,1675
2023,202301,908983,2023000214320,32,2023009089831,36,85,450236,1,2358,1675
2023,202301,908985,2023000214355,61,2023009089851,36,5,420836,1,1190,845
2023,202301,908988,2023000214452,580,2023009089881,36,81,440836,1,1640,1165
2023,202301,908988,2023000214452,580,2023009089881,36,81,440836,1,1640,1165
2023,202301,908990,2023000214499,46,2023009089901,36,81,440536,1,1532,1088
2023,202301,909007,2023000214878,104,2023009090071,36,47,430536,1,310,220
2023,202301,909011,2023000214916,199,2023009090111,36,47,430536,1,1800,1279
2023,202301,909011,2023000214916,199,2023009090111,36,47,430536,1,1800,1279
2023,202301,909017,2023000215013,65,2023009090171,36,47,430336,1,1620,1151
2023,202301,909017,2023000215013,65,2023009090171,36,47,430336,1,1620,1151
2023,202301,909019,2023000215026,220,2023009090191,36,47,431036,1,1570,1115
2023,202301,909019,2023000215026,220,2023009090191,36,47,431036,1,1570,1115
2023,202301,909019,2023000215026,220,2023009090191,36,47,431036,1,1570,1115
2023,202301,909019,2023000215026,220,2023009090191,36,47,431036,1,1570,1115
2023,202301,909019,2023000215026,220,2023009090191,36,47,431036,1,1570,1115
2023,202301,909023,2023000215100,115,2023009090231,36,5,422136,1,2070,1470
2023,202301,909023,2023000215100,115,2023009090231,36,5,422136,1,2070,1470
2023,202301,909023,2023000215100,115,2023009090231,36,5,422136,1,2070,1470
2023,202301,909023,2023000215100,115,2023009090231,36,5,422136,1,2070,1470
2023,202301,909023,2023000215100,115,2023009090231,36,5,422136,1,2070,1470
2023,202301,909028,2023000215218,100,2023009090281,36,81,440836,1,2310,1641
2023,202301,909028,2023000215218,100,2023009090281,36,81,440836,1,2310,1641
2023,202301,909028,2023000215218,100,2023009090281,36,81,440836,1,2310,1641
2023,202301,909032,2023000215346,530,2023009090321,36,81,440436,1,1450,1030
2023,202301,909037,2023000215415,70,2023009090371,36,81,440636,1,1700,1207
2023,202301,909037,2023000215415,70,2023009090371,36,81,440636,1,1700,1207
2023,202301,909037,2023000215415,70,2023009090371,36,81,440636,1,1700,1207
2023,202301,909042,2023000215490,131,2023009090421,36,61,412136,1,2590,1840
2023,202301,909043,2023000215504,129,2023009090431,36,81,441236,1,1050,746
2023,202301,909046,2023000215554,116,2023009090461,36,47,431436,1,1670,1186
2023,202301,909046,2023000215554,116,2023009090461,36,47,431436,1,1670,1186
2023,202301,909046,2023000215554,116,2023009090461,36,47,431436,1,1670,1186
2023,202301,909047,2023000215561,297,2023009090471,36,61,410336,1,320,227
2023,202301,909050,2023000215580,158,2023009090501,36,61,410936,1,2300,1634
2023,202301,909054,2023000215646,169,2023009090541,36,61,412136,1,3000,2131
2023,202301,909054,2023000215646,169,2023009090541,36,61,412136,1,3000,2131
2023,202301,909067,2023000215898,282,2023009090671,36,61,410736,1,2540,1804
2023,202301,909071,2023000215921,52,2023009090711,36,61,411236,1,2070,1470
2023,202301,909071,2023000215921,52,2023009090711,36,61,411236,1,2070,1470
2023,202301,909073,2023000215952,74,2023009090731,36,81,440236,1,74,53
2023,202301,909073,2023000215952,74,2023009090731,36,81,440236,1,74,53
2023,202301,909081,2023000216115,60,2023009090811,36,47,430636,1,2590,1840
2023,202301,909094,2023000216421,84,2023009090941,36,81,440836,1,2100,1492
2023,202301,909094,2023000216421,84,2023009090941,36,81,440836,1,2100,1492
2023,202301,909095,2023000216428,88,2023009090951,36,81,440836,1,920,653
2023,202301,909096,2023000216456,69,2023009090961,36,47,431036,1,1160,824
2023,202301,909100,2023000216546,186,2023009091001,36,81,440736,1,1800,1279
2023,202301,909106,2023000216794,195,2023009091061,36,5,420936,1,680,483
2023,202301,909106,2023000216794,195,2023009091061,36,5,420936,1,680,483
2023,202301,909106,2023000216794,195,2023009091061,36,5,420936,1,680,483
2023,202301,909112,2023000216994,62,2023009091121,36,5,420536,1,1470,1044
2023,202301,909112,2023000216994,62,2023009091121,36,5,420536,1,1470,1044
2023,202301,909114,2023000217089,57,2023009091141,36,47,431136,1,2040,1449
2023,202301,909114,2023000217089,57,2023009091141,36,47,431136,1,2040,1449
2023,202301,909115,2023000217106,113,2023009091151,36,61,411036,1,250,178
2023,202301,909117,2023000217181,118,2023009091171,36,61,416536,1,2290,1627
2023,202301,909151,2023000217779,47,2023009091511,36,5,420536,1,1450,1030
2023,202301,909151,2023000217779,47,2023009091511,36,5,420536,1,1450,1030
2023,202301,909156,2023000217829,251,2023009091561,36,47,430236,1,3670,2607
2023,202301,909165,2023000217980,88,2023009091651,36,81,441036,1,1500,1065
2023,202301,909165,2023000217980,88,2023009091651,36,81,441036,1,1500,1065
2023,202301,909165,2023000217980,88,2023009091651,36,81,441036,1,1500,1065
2023,202301,909166,2023000218006,30,2023009091661,36,47,431536,1,1400,994
2023,202301,909176,2023000218146,123,2023009091761,36,47,431836,1,2620,1861
2023,202301,909178,2023000218228,99,2023009091781,36,5,420736,1,1620,1151
2023,202301,909178,2023000218228,99,2023009091781,36,5,420736,1,1620,1151
2023,202301,909178,2023000218228,99,2023009091781,36,5,420736,1,1620,1151
2023,202301,909178,2023000218228,99,2023009091781,36,5,420736,1,1620,1151
2023,202301,909185,2023000218420,291,2023009091851,36,5,422136,1,830,590
2023,202301,909189,2023000218487,291,2023009091891,36,61,416536,1,1330,945
2023,202301,909189,2023000218487,291,2023009091891,36,61,416536,1,1330,945
2023,202301,909189,2023000218487,291,2023009091891,36,61,416536,1,1330,945
2023,202301,909189,2023000218487,291,2023009091891,36,61,416536,1,1330,945
2023,202301,909199,2023000218692,267,2023009091991,36,5,422136,1,240,170
2023,202301,909209,2023000218785,168,2023009092091,36,5,421136,1,290,206
2023,202301,909216,2023000218843,70,2023009092161,36,61,411136,1,260,185
2023,202301,909221,2023000218909,550,2023009092211,36,61,410736,1,1640,1165
2023,202301,909221,2023000218909,550,2023009092211,36,61,410736,1,1640,1165
2023,202301,909225,2023000219049,101,2023009092251,36,81,440436,1,180,128
2023,202301,909231,2023000219105,167,2023009092311,36,61,410336,1,910,646
2023,202301,909235,2023000219159,154,2023009092351,36,47,431536,1,1780,1264
2023,202301,909235,2023000219159,154,2023009092351,36,47,431536,1,1780,1264
2023,202301,909235,2023000219159,154,2023009092351,36,47,431536,1,1780,1264
2023,202301,909235,2023000219159,154,2023009092351,36,47,431536,1,1780,1264
2023,202301,909235,2023000219159,154,2023009092351,36,47,431536,1,1780,1264
2023,202301,909235,2023000219159,154,2023009092351,36,47,431536,1,1780,1264
2023,202301,909239,2023000219173,68,2023009092391,36,47,431036,1,1660,1179
2023,202301,909239,2023000219173,68,2023009092391,36,47,431036,1,1660,1179
2023,202301,909239,2023000219173,68,2023009092391,36,47,431036,1,1660,1179
2023,202301,909242,2023000219190,72,2023009092421,36,47,430636,1,2830,2010
2023,202301,909251,2023000219430,269,2023009092511,36,5,420936,1,1690,1200
2023,202301,909267,2023000219684,108,2023009092671,36,61,410336,1,210,149
2023,202301,909267,2023000219684,108,2023009092671,36,61,410336,1,210,149
2023,202301,909273,2023000219769,188,2023009092731,36,47,430336,1,2050,1456
2023,202301,909273,2023000219769,188,2023009092731,36,47,430336,1,2050,1456
2023,202301,909287,2023000219980,274,2023009092871,36,81,440836,1,1400,994
2023,202301,909287,2023000219980,274,2023009092871,36,81,440836,1,1400,994
2023,202301,909287,2023000219980,274,2023009092871,36,81,440836,1,1400,994
2023,202301,909287,2023000219980,274,2023009092871,36,81,440836,1,1400,994
2023,202301,909289,2023000220004,99,2023009092891,36,5,420936,1,670,476
2023,202301,909289,2023000220004,99,2023009092891,36,5,420936,1,670,476
2023,202301,909294,2023000220121,131,2023009092941,36,81,440436,1,2220,1577
2023,202301,909294,2023000220121,131,2023009092941,36,81,440436,1,2220,1577
2023,202301,909294,2023000220121,131,2023009092941,36,81,440436,1,2220,1577
2023,202301,909294,2023000220121,131,2023009092941,36,81,440436,1,2220,1577
2023,202301,909304,2023000220245,86,2023009093041,36,81,440136,1,2650,1882
2023,202301,909304,2023000220245,86,2023009093041,36,81,440136,1,2650,1882
2023,202301,909305,2023000220249,291,2023009093051,36,47,430736,1,1340,952
2023,202301,909308,2023000220268,65,2023009093081,36,81,440136,1,2180,1548
2023,202301,909308,2023000220268,65,2023009093081,36,81,440136,1,2180,1548
2023,202301,909310,2023000220274,104,2023009093101,36,81,440636,1,1200,852
2023,202301,909310,2023000220274,104,2023009093101,36,81,440636,1,1200,852
2023,202301,909311,2023000220343,66,2023009093111,36,47,430336,1,3300,2344
2023,202301,909311,2023000220343,66,2023009093111,36,47,430336,1,3300,2344
2023,202301,909311,2023000220343,66,2023009093111,36,47,430336,1,3300,2344
2023,202301,909313,2023000220377,225,2023009093131,36,47,430136,1,3480,2472
2023,202301,909313,2023000220377,225,2023009093131,36,47,430136,1,3480,2472
2023,202301,909313,2023000220377,225,2023009093131,36,47,430136,1,3480,2472
2023,202301,909325,2023000220567,116,2023009093251,36,81,440336,1,2110,1499
2023,202301,909325,2023000220567,116,2023009093251,36,81,440336,1,2110,1499
2023,202301,909326,2023000220584,147,2023009093261,36,81,440636,1,1500,1065
2023,202301,909330,2023000220675,185,2023009093301,36,61,411236,1,1250,888
2023,202301,909337,2023000220801,122,2023009093371,36,47,430936,1,1760,1250
2023,202301,909337,2023000220801,122,2023009093371,36,47,430936,1,1760,1250
2023,202301,909342,2023000220909,49,2023009093421,36,81,440536,1,1440,1023
2023,202301,909346,2023000220957,207,2023009093461,36,81,441336,1,1970,1399
2023,202301,909346,2023000220957,207,2023009093461,36,81,441336,1,1970,1399
2023,202301,909346,2023000220957,207,2023009093461,36,81,441336,1,1970,1399
2023,202301,909346,2023000220957,207,2023009093461,36,81,441336,1,1970,1399
2023,202301,909346,2023000220957,207,2023009093461,36,81,441336,1,1970,1399
2023,202301,909351,2023000221023,110,2023009093511,36,47,430936,1,1690,1200
2023,202301,909357,2023000221129,70,2023009093571,36,47,430236,1,2600,1847
2023,202301,909357,2023000221129,70,2023009093571,36,47,430236,1,2600,1847
2023,202301,909360,2023000221149,279,2023009093601,36,61,411136,1,1800,1279
2023,202301,909366,2023000221245,34,2023009093661,36,47,431436,1,1900,1350
2023,202301,909367,2023000221323,51,2023009093671,36,47,431136,1,3100,2202
2023,202301,909367,2023000221323,51,2023009093671,36,47,431136,1,3100,2202
2023,202301,909375,2023000221453,41,2023009093751,36,47,430636,1,1670,1186
2023,202301,909376,2023000221455,223,2023009093761,36,61,410836,1,2270,1612
2023,202301,909387,2023000221655,90,2023009093871,36,47,431436,1,1850,1314
2023,202301,909387,2023000221655,90,2023009093871,36,47,431436,1,1850,1314
2023,202301,909387,2023000221655,90,2023009093871,36,47,431436,1,1850,1314
2023,202301,909387,2023000221655,90,2023009093871,36,47,431436,1,1850,1314
2023,202301,909392,2023000221740,32,2023009093921,36,81,440736,1,2460,1747
2023,202301,909392,2023000221740,32,2023009093921,36,81,440736,1,2460,1747
2023,202301,909411,2023000222033,35,2023009094111,36,85,450236,1,280,199
2023,202301,909415,2023000222133,172,2023009094151,36,61,410936,1,3950,2806
2023,202301,909417,2023000222141,339,2023009094171,36,5,421236,1,1820,1293
2023,202301,909417,2023000222141,339,2023009094171,36,5,421236,1,1820,1293
2023,202301,909417,2023000222141,339,2023009094171,36,5,421236,1,1820,1293
2023,202301,909439,2023000222447,143,2023009094391,36,81,440336,1,1110,788
2023,202301,909449,2023000222639,330,2023009094491,36,47,430836,1,900,639
2023,202301,909449,2023000222639,330,2023009094491,36,47,430836,1,900,639
2023,202301,909449,2023000222639,330,2023009094491,36,47,430836,1,900,639
2023,202301,909451,2023000222674,125,2023009094511,36,61,410336,1,3020,2145
2023,202301,909451,2023000222674,125,2023009094511,36,61,410336,1,3020,2145
2023,202301,909452,2023000222699,60,2023009094521,36,47,431236,1,880,625
2023,202301,909452,2023000222699,60,2023009094521,36,47,431236,1,880,625
2023,202301,909453,2023000222710,73,2023009094531,36,61,410736,1,4060,2884
2023,202301,909453,2023000222710,73,2023009094531,36,61,410736,1,4060,2884
2023,202301,909456,2023000222807,102,2023009094561,36,61,416536,1,6020,4276
2023,202301,909460,2023000222852,179,2023009094601,36,47,431436,1,2830,2010
2023,202301,909471,2023000223134,258,2023009094711,36,5,422136,1,270,192
2023,202301,909474,2023000223185,227,2023009094741,36,61,410436,1,3760,2671
2023,202301,909474,2023000223185,227,2023009094741,36,61,410436,1,3760,2671
2023,202301,909478,2023000223267,223,2023009094781,36,81,440436,1,1770,1257
2023,202301,909478,2023000223267,223,2023009094781,36,81,440436,1,1770,1257
2023,202301,909481,2023000223316,117,2023009094811,36,61,410336,1,930,661
2023,202301,909481,2023000223316,117,2023009094811,36,61,410336,1,930,661
2023,202301,909486,2023000223430,178,2023009094861,36,47,430136,1,710,504
2023,202301,909486,2023000223430,178,2023009094861,36,47,430136,1,710,504
2023,202301,909486,2023000223430,178,2023009094861,36,47,430136,1,710,504
2023,202301,909486,2023000223430,178,2023009094861,36,47,430136,1,710,504
2023,202301,909486,2023000223430,178,2023009094861,36,47,430136,1,710,504
2023,202301,909486,2023000223430,178,2023009094861,36,47,430136,1,710,504
2023,202301,909486,2023000223430,178,2023009094861,36,47,430136,1,710,504
2023,202301,909487,2023000223433,96,2023009094871,36,81,440636,1,2690,1911
2023,202301,909487,2023000223433,96,2023009094871,36,81,440636,1,2690,1911
2023,202301,909492,2023000223550,108,2023009094921,36,47,430336,1,900,639
2023,202301,909492,2023000223550,108,2023009094921,36,47,430336,1,900,639
2023,202301,909495,2023000223624,577,2023009094951,36,5,422136,1,120,85
2023,202301,909502,2023000223797,49,2023009095021,36,81,440136,1,1900,1350
2023,202301,909508,2023000223849,50,2023009095081,36,47,430436,1,3640,2585
2023,202301,909508,2023000223849,50,2023009095081,36,47,430436,1,3640,2585
2023,202301,909513,2023000223903,588,2023009095131,36,61,416536,1,3700,2628
2023,202301,909521,2023000224082,44,2023009095211,36,47,430236,1,5580,3963
2023,202301,909521,2023000224082,44,2023009095211,36,47,430236,1,5580,3963
2023,202301,909526,2023000224193,125,2023009095261,36,81,441236,1,2060,1463
2023,202301,909526,2023000224193,125,2023009095261,36,81,441236,1,2060,1463
2023,202301,909527,2023000224208,62,2023009095271,36,47,431236,1,800,568
2023,202301,909527,2023000224208,62,2023009095271,36,47,431236,1,800,568
2023,202301,909532,2023000224266,149,2023009095321,36,61,410736,1,5030,3573
2023,202301,909543,2023000224465,113,2023009095431,36,47,430636,1,2780,1975
2023,202301,909544,2023000224472,186,2023009095441,36,81,440436,1,1400,994
2023,202301,909544,2023000224472,186,2023009095441,36,81,440436,1,1400,994
2023,202301,909544,2023000224472,186,2023009095441,36,81,440436,1,1400,994
2023,202301,909544,2023000224472,186,2023009095441,36,81,440436,1,1400,994
2023,202301,909554,2023000224626,75,2023009095541,36,81,441136,1,1390,987
2023,202301,909554,2023000224626,75,2023009095541,36,81,441136,1,1390,987
2023,202301,909577,2023000225100,112,2023009095771,36,47,430336,1,20,14
2023,202301,909578,2023000225110,82,2023009095781,36,81,440136,1,1710,1215
2023,202301,909585,2023000225181,224,2023009095851,36,61,410836,1,810,575
2023,202301,909585,2023000225181,224,2023009095851,36,61,410836,1,810,575
2023,202301,909596,2023000225313,324,2023009095961,36,47,430436,1,2450,1740
2023,202301,909604,2023000225429,283,2023009096041,36,61,416536,1,3230,2294
2023,202301,909618,2023000225692,64,2023009096181,36,5,421036,1,3000,2131
2023,202301,909618,2023000225692,64,2023009096181,36,5,421036,1,3000,2131
2023,202301,909618,2023000225692,64,2023009096181,36,5,421036,1,3000,2131
2023,202301,909618,2023000225692,64,2023009096181,36,5,421036,1,3000,2131
2023,202301,909624,2023000225766,65,2023009096241,36,47,431236,1,2500,1776
2023,202301,909624,2023000225766,65,2023009096241,36,47,431236,1,2500,1776
2023,202301,909628,2023000225874,42,2023009096281,36,47,430636,1,2340,1662
2023,202301,909633,2023000225974,56,2023009096331,36,61,410936,1,2370,1683
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909637,2023000226042,113,2023009096371,36,47,430136,1,1403,997
2023,202301,909639,2023000226091,203,2023009096391,36,47,431836,1,1130,803
2023,202301,909639,2023000226091,203,2023009096391,36,47,431836,1,1130,803
2023,202301,909642,2023000226117,110,2023009096421,36,61,410436,1,2200,1563
2023,202301,909648,2023000226239,60,2023009096481,36,81,441336,1,1440,1023
2023,202301,909648,2023000226239,60,2023009096481,36,81,441336,1,1440,1023
2023,202301,909648,2023000226239,60,2023009096481,36,81,441336,1,1440,1023
2023,202301,909650,2023000226265,203,2023009096501,36,61,412136,1,5010,3559
2023,202301,909650,2023000226265,203,2023009096501,36,61,412136,1,5010,3559
2023,202301,909651,2023000226279,147,2023009096511,36,81,440236,1,1660,1179
2023,202301,909653,2023000226407,223,2023009096531,36,5,420936,1,610,433
2023,202301,909653,2023000226407,223,2023009096531,36,5,420936,1,610,433
2023,202301,909665,2023000226586,67,2023009096651,36,47,431536,1,1485,1055
2023,202301,909666,2023000226613,324,2023009096661,36,5,426336,1,2090,1485
2023,202301,909666,2023000226613,324,2023009096661,36,5,426336,1,2090,1485
2023,202301,909666,2023000226613,324,2023009096661,36,5,426336,1,2090,1485
2023,202301,909666,2023000226613,324,2023009096661,36,5,426336,1,2090,1485
2023,202301,909668,2023000226626,96,2023009096681,36,81,440536,1,1310,930
2023,202301,909668,2023000226626,96,2023009096681,36,81,440536,1,1310,930
2023,202301,909668,2023000226626,96,2023009096681,36,81,440536,1,1310,930
2023,202301,909675,2023000226776,189,2023009096751,36,5,420436,1,1390,987
2023,202301,909675,2023000226776,189,2023009096751,36,5,420436,1,1390,987
2023,202301,909679,2023000226883,72,2023009096791,36,5,422136,1,481,342
2023,202301,909679,2023000226883,72,2023009096791,36,5,422136,1,481,342
2023,202301,909679,2023000226883,72,2023009096791,36,5,422136,1,481,342
2023,202301,909679,2023000226883,72,2023009096791,36,5,422136,1,481,342
2023,202301,909679,2023000226883,72,2023009096791,36,5,422136,1,481,342
2023,202301,909687,2023000227082,143,2023009096871,36,47,431736,1,2150,1527
2023,202301,909687,2023000227082,143,2023009096871,36,47,431736,1,2150,1527
2023,202301,909689,2023000227100,86,2023009096891,36,81,440436,1,2010,1428
2023,202301,909689,2023000227100,86,2023009096891,36,81,440436,1,2010,1428
2023,202301,909689,2023000227100,86,2023009096891,36,81,440436,1,2010,1428
2023,202301,909689,2023000227100,86,2023009096891,36,81,440436,1,2010,1428
2023,202301,909689,2023000227100,86,2023009096891,36,81,440436,1,2010,1428
2023,202301,909705,2023000227439,88,2023009097051,36,81,441036,1,670,476
2023,202301,909705,2023000227439,88,2023009097051,36,81,441036,1,670,476
2023,202301,909705,2023000227439,88,2023009097051,36,81,441036,1,670,476
2023,202301,909707,2023000227491,113,2023009097071,36,61,410336,1,1280,909
2023,202301,909707,2023000227491,113,2023009097071,36,61,410336,1,1280,909
2023,202301,909707,2023000227491,113,2023009097071,36,61,410336,1,1280,909
2023,202301,909710,2023000227584,144,2023009097101,36,47,430536,1,200,142
2023,202301,909716,2023000227665,247,2023009097161,36,81,440736,1,1860,1321
2023,202301,909716,2023000227665,247,2023009097161,36,81,440736,1,1860,1321
2023,202301,909716,2023000227665,247,2023009097161,36,81,440736,1,1860,1321
2023,202301,909720,2023000227731,89,2023009097201,36,81,440736,1,1900,1350
2023,202301,909720,2023000227731,89,2023009097201,36,81,440736,1,1900,1350
2023,202301,909720,2023000227731,89,2023009097201,36,81,440736,1,1900,1350
2023,202301,909722,2023000227759,179,2023009097221,36,5,421136,1,1730,1229
2023,202301,909725,2023000227824,127,2023009097251,36,61,412136,1,4160,2955
2023,202301,909725,2023000227824,127,2023009097251,36,61,412136,1,4160,2955
2023,202301,909731,2023000227968,204,2023009097311,36,81,440136,1,2010,1428
2023,202301,909731,2023000227968,204,2023009097311,36,81,440136,1,2010,1428
2023,202301,909731,2023000227968,204,2023009097311,36,81,440136,1,2010,1428
2023,202301,909731,2023000227968,204,2023009097311,36,81,440136,1,2010,1428
2023,202301,909732,2023000227987,127,2023009097321,36,47,430136,1,1800,1279
2023,202301,909732,2023000227987,127,2023009097321,36,47,430136,1,1800,1279
2023,202301,909735,2023000228019,58,2023009097351,36,47,430636,1,3460,2458
2023,202301,909735,2023000228019,58,2023009097351,36,47,430636,1,3460,2458
2023,202301,909738,2023000228097,77,2023009097381,36,47,430536,1,800,568
2023,202301,909740,2023000228114,296,2023009097401,36,47,430936,1,2520,1790
2023,202301,909741,2023000228122,274,2023009097411,36,61,411236,1,2400,1705
2023,202301,909741,2023000228122,274,2023009097411,36,61,411236,1,2400,1705
2023,202301,909742,2023000228136,299,2023009097421,36,47,430936,1,1660,1179
2023,202301,909742,2023000228136,299,2023009097421,36,47,430936,1,1660,1179
2023,202301,909742,2023000228136,299,2023009097421,36,47,430936,1,1660,1179
2023,202301,909747,2023000228259,93,2023009097471,36,81,440536,1,2510,1783
2023,202301,909747,2023000228259,93,2023009097471,36,81,440536,1,2510,1783
2023,202301,909764,2023000228582,142,2023009097641,36,61,410736,1,6250,4439
2023,202301,909764,2023000228582,142,2023009097641,36,61,410736,1,6250,4439
2023,202301,909764,2023000228582,142,2023009097641,36,61,410736,1,6250,4439
2023,202301,909770,2023000228761,96,2023009097701,36,47,431136,1,2500,1776
2023,202301,909770,2023000228761,96,2023009097701,36,47,431136,1,2500,1776
2023,202301,909770,2023000228761,96,2023009097701,36,47,431136,1,2500,1776
2023,202301,909774,2023000228909,134,2023009097741,36,47,431536,1,2800,1989
2023,202301,909774,2023000228909,134,2023009097741,36,47,431536,1,2800,1989
2023,202301,909774,2023000228909,134,2023009097741,36,47,431536,1,2800,1989
2023,202301,909774,2023000228909,134,2023009097741,36,47,431536,1,2800,1989
2023,202301,909778,2023000229025,47,2023009097781,36,47,431536,1,2370,1683
2023,202301,909778,2023000229025,47,2023009097781,36,47,431536,1,2370,1683
2023,202301,909778,2023000229025,47,2023009097781,36,47,431536,1,2370,1683
2023,202301,909778,2023000229025,47,2023009097781,36,47,431536,1,2370,1683
2023,202301,909781,2023000229072,250,2023009097811,36,47,430336,1,2100,1492
2023,202301,909781,2023000229072,250,2023009097811,36,47,430336,1,2100,1492
2023,202301,909781,2023000229072,250,2023009097811,36,47,430336,1,2100,1492
2023,202301,909781,2023000229072,250,2023009097811,36,47,430336,1,2100,1492
2023,202301,909781,2023000229072,250,2023009097811,36,47,430336,1,2100,1492
2023,202301,909792,2023000229431,188,2023009097921,36,85,450336,1,907,644
2023,202301,909792,2023000229431,188,2023009097921,36,85,450336,1,907,644
2023,202301,909798,2023000229515,93,2023009097981,36,61,410836,1,280,199
2023,202301,909799,2023000229518,56,2023009097991,36,61,410736,1,1740,1236
2023,202301,909800,2023000229525,68,2023009098001,36,47,430636,1,3340,2372
2023,202301,909800,2023000229525,68,2023009098001,36,47,430636,1,3340,2372
2023,202301,909800,2023000229525,68,2023009098001,36,47,430636,1,3340,2372
2023,202301,909819,2023000229873,614,2023009098191,36,81,441436,1,1420,1009
2023,202301,909828,2023000229990,55,2023009098281,36,47,430636,1,4260,3026
2023,202301,909828,2023000229990,55,2023009098281,36,47,430636,1,4260,3026
2023,202301,909872,2023000230642,98,2023009098721,36,61,410836,1,930,661
2023,202301,909876,2023000230720,43,2023009098761,36,47,430336,1,650,462
2023,202301,909879,2023000230766,109,2023009098791,36,81,440436,1,2680,1904
2023,202301,909879,2023000230766,109,2023009098791,36,81,440436,1,2680,1904
2023,202301,909879,2023000230766,109,2023009098791,36,81,440436,1,2680,1904
2023,202301,909879,2023000230766,109,2023009098791,36,81,440436,1,2680,1904
2023,202301,909881,2023000230780,567,2023009098811,36,61,410436,1,5420,3850
2023,202301,909881,2023000230780,567,2023009098811,36,61,410436,1,5420,3850
2023,202301,909891,2023000230957,88,2023009098911,36,61,410836,1,1100,781
2023,202301,909902,2023000231157,286,2023009099021,36,47,431636,1,1010,717
2023,202301,909904,2023000231184,48,2023009099041,36,47,430536,1,310,220
2023,202301,909904,2023000231184,48,2023009099041,36,47,430536,1,310,220
2023,202301,909904,2023000231184,48,2023009099041,36,47,430536,1,310,220
2023,202301,909904,2023000231184,48,2023009099041,36,47,430536,1,310,220
2023,202301,909906,2023000231207,167,2023009099061,36,61,411236,1,980,696
2023,202301,909906,2023000231207,167,2023009099061,36,61,411236,1,980,696
2023,202301,909906,2023000231207,167,2023009099061,36,61,411236,1,980,696
2023,202301,909907,2023000231209,452,2023009099071,36,47,431636,1,1590,1129
2023,202301,909907,2023000231209,452,2023009099071,36,47,431636,1,1590,1129
2023,202301,909907,2023000231209,452,2023009099071,36,47,431636,1,1590,1129
2023,202301,909908,2023000231210,80,2023009099081,36,47,431036,1,1540,1094
2023,202301,909908,2023000231210,80,2023009099081,36,47,431036,1,1540,1094
2023,202301,909908,2023000231210,80,2023009099081,36,47,431036,1,1540,1094
2023,202301,909908,2023000231210,80,2023009099081,36,47,431036,1,1540,1094
2023,202301,909908,2023000231210,80,2023009099081,36,47,431036,1,1540,1094
2023,202301,909922,2023000231419,207,2023009099221,36,81,440336,1,2060,1463
2023,202301,909922,2023000231419,207,2023009099221,36,81,440336,1,2060,1463
